NAME_ENGL,name,val,x,y
Clipperton Island,Goal,40.65686274509804,1,3
Clipperton Island,Goal,39.423529411764704,2,3
Clipperton Island,Goal,40.65686274509804,3,3
Clipperton Island,Goal,13.323529411764698,4,3
Clipperton Island,Goal,39.423529411764704,5,3
Clipperton Island,Goal,46.323529411764696,6,3
Clipperton Island,Goal,39.423529411764704,7,3
Clipperton Island,Goal,46.323529411764696,8,3
Clipperton Island,Goal,39.423529411764704,9,3
Clipperton Island,Goal,13.323529411764698,10,3
Clipperton Island,Goal,39.423529411764704,11,3
Clipperton Island,Goal,40.65686274509804,12,3
Clipperton Island,Goal,40.65686274509804,13,3
Clipperton Island,Goal,40.65686274509804,14,3
Clipperton Island,Goal,40.65686274509804,15,3
Colombia,Goal,28.3235294117647,1,3
Colombia,Goal,32.49019607843137,2,3
Colombia,Goal,28.323529411764703,3,3
Colombia,Goal,32.49019607843137,4,3
Colombia,Goal,24.823529411764696,5,3
Colombia,Goal,28.3235294117647,6,3
Colombia,Goal,32.49019607843137,7,3
Colombia,Goal,28.323529411764703,8,3
Colombia,Goal,28.3235294117647,9,3
Colombia,Goal,28.3235294117647,10,3
Colombia,Goal,17.8235294117647,11,3
Colombia,Goal,17.8235294117647,12,3
Colombia,Goal,17.8235294117647,13,3
Colombia,Goal,28.3235294117647,14,3
Colombia,Goal,28.3235294117647,15,3
Costa Rica,Goal,32.3235294117647,1,3
Costa Rica,Goal,24.3235294117647,2,3
Costa Rica,Goal,24.3235294117647,3,3
Costa Rica,Goal,24.3235294117647,4,3
Costa Rica,Goal,25.323529411764703,5,3
Costa Rica,Goal,53.8235294117647,6,3
Costa Rica,Goal,24.3235294117647,7,3
Costa Rica,Goal,24.3235294117647,8,3
Costa Rica,Goal,25.323529411764703,9,3
Costa Rica,Goal,25.323529411764703,10,3
Costa Rica,Goal,24.823529411764703,11,3
Costa Rica,Goal,24.3235294117647,12,3
Costa Rica,Goal,24.823529411764703,13,3
Costa Rica,Goal,32.3235294117647,14,3
Costa Rica,Goal,25.323529411764703,15,3
Cuba,Goal,22.3235294117647,1,3
Cuba,Goal,28.5735294117647,2,3
Cuba,Goal,22.3235294117647,3,3
Cuba,Goal,28.5735294117647,4,3
Cuba,Goal,28.5735294117647,5,3
Cuba,Goal,28.5735294117647,6,3
Cuba,Goal,15.8235294117647,7,3
Cuba,Goal,32.3235294117647,8,3
Cuba,Goal,30.823529411764703,9,3
Cuba,Goal,15.8235294117647,10,3
Cuba,Goal,30.823529411764703,11,3
Cuba,Goal,22.3235294117647,12,3
Cuba,Goal,15.8235294117647,13,3
Cuba,Goal,22.3235294117647,14,3
Cuba,Goal,32.3235294117647,15,3
Curaçao,Goal,26.490196078431364,1,3
Curaçao,Goal,26.490196078431364,2,3
Curaçao,Goal,26.0735294117647,3,3
Curaçao,Goal,34.5735294117647,4,3
Curaçao,Goal,34.5735294117647,5,3
Curaçao,Goal,29.823529411764696,6,3
Curaçao,Goal,26.0735294117647,7,3
Curaçao,Goal,34.5735294117647,8,3
Curaçao,Goal,26.0735294117647,9,3
